Web_Site_Member_ID,Master_Member_ID,API_GUID,Constituent_ID,Registration_Date,Approved_Site_Member,Date_Approved,Date_Last_Login,Member_Suspended,Last_Updated,Date_Membership_Expires,Membership,Has_Donated_Online,Date_Last_Donated,Has_Purchased_Online,Date_Last_Purchased,Has_Registered_Event_Online,Date_Last_Event_Reg,Username,Password,Member_Type_Code,Primary_Group_Code,Group_Codes,Gender,First_Name,Middle_Name,Last_Name,Nickname,Member_Name_Suffix,Member_Name_Title,Birthdate,Marriage_Status,Maiden_Name,Anniversary_Date,Spouse_Name,Email_Address,Email_Address_Alternate,Email_Bounced,Messenger_Type,Messenger_Handle,Home_Address_Line1,Home_Address_Line2,Home_City,Home_Location,Home_State_Abbrev,Home_Postal_Code,Home_Country,Personal_Website,Home_Phone_Country_Code,Home_Phone_Area_Code,Home_Phone,Mobile_Country_Code,Mobile_Area_Code,Mobile,Employer_Name,Professional_Title,Profession,Employer_Address_Line1,Employer_Address_Line2,Employer_City,Employer_Location,Employer_State_Abbrev,Employer_Postal_Code,Employer_Country,Employer_Website,Employer_Phone_Country_Code,Employer_Phone_Area_Code,Employer_Phone,Employer_Fax_Country_Code,Employer_Fax_Area_Code,Employer_Fax,Resume_Exists,Resume_Headline,Social_Organizations,Education_and_Experience,More_Personal_Info,Search_Identifier,Internal_Comments,Home_Address_Validated,Employer_Address_Validated,Date_Last_Renewed,Date_Effective_Membership_Expires,Import_Batch_ID,Career_Openings_Allowed,Members_Pages_Allowed,Additional_Seats_Allowed,intNameFormatNormal,YMCareers_Date_Last_Login,YMCareers_Date_Last_Job_Search,YMCareers_Date_Last_Job_Application,Number_of_Employees,Area_of_Expertise,Membership_Division,Age_Range,District_Size,ACTE_Number,County_-_Area,Liability_insurance,Years,ACTE_Expiration,Member_Area,Instructional_area
000094,,bb3f2b48-4449-58fe-ae53-7c194a2a11c0,,2021-11-17 00:00:00,Yes,2021-12-08 11:52:00,2024-03-08 09:54:26,Yes,2023-12-21 00:10:56,2024-12-21 00:00:00,Administrator,No,,Yes,2023-03-10 12:13:08,Yes,2023-03-10 12:13:09,user_00039,[REDACTED],Active,,,,First00085,,Last00091,,,MRS,,,,,,user00094@example.invalid,alt00026@example.invalid,No,,,[ADDR1_00037],,AUSTIN,Texas,TX,787XX,United States,,,,,,704,5550141,[ORG_00093],CTE SPECIALIST,,[EADDR1_00037],,Austin,Texas,TX,787XX,United States,,,704,5550141,,512,5550142,No,,,,,srch_00001,,False,False,2023-12-21 00:10:56,2024-12-21 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 50,"Up to 50,000 students",,Travis - 4,No,,,4,
000095,,c1d7a4c9-d004-bd3c-751e-49cfc606f465,,2020-09-25 10:10:00,Yes,2020-10-20 16:13:00,2025-10-21 12:49:32,Yes,2025-09-13 13:36:41,2025-10-28 00:00:00,Administrator,No,,No,,No,,user_00040,[REDACTED],Active,,,,First00086,,Last00092,,,Dr.,,,,,,user00095@example.invalid,,No,,,[ADDR1_00038],,Victoria,Texas,TX,779XX,United States,,,,,,361,5550143,[ORG_00036],Assistant Principal,,[EADDR1_00038],,Victoria,Texas,TX,779XX,United States,,,361,5550143,,361,5550144,No,,,,,srch_00001,,False,False,2024-10-28 16:58:25,2025-10-28 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 40,"Up to 10,000 students",,Victoria - 8,,,,8,
000096,,74c3894e-36d7-18c6-6b0f-f34bbc01eabc,,,No,,,No,2024-06-11 11:52:04,,,No,,No,,No,,,,,,,,First00087,,Last00093,,,,,,,,,user00096@example.invalid,,No,,,,,,,,,,,,,5550145,,,,[ORG_00094],Coordinator - CTE CCMR,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000097,,6cf3f72a-6c82-a2be-90c5-a9a3a790ac29,,2021-05-25 18:09:59,Yes,2021-05-25 18:20:15,2022-04-21 10:24:54,Yes,2022-04-21 10:24:43,2022-05-25 00:00:00,Active Leadership,No,,Yes,2021-06-07 10:24:58,Yes,2021-06-07 10:24:58,user_00041,[REDACTED],Active,,,,First00088,,Last00094,,,,,,,,,user00097@example.invalid,,No,,,[ADDR1_00039],,Arp,Texas,TX,757XX,United States,,,,,,903,5550146,[ORG_00095],CCMR Director,,[EADDR1_00039],,Arp,Texas,TX,757XX,United States,,,903,5550147,,903,5550148,No,,,,,srch_00001,,False,False,2021-05-25 18:13:34,2022-05-25 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 5,000 students",,Smith - 3,No,,,3,
000098,,5c1ab744-03f4-6693-8f6a-707fd0fd9772,,2018-09-14 11:33:25,Yes,2018-09-14 11:33:25,,Yes,2018-09-14 11:33:25,2019-09-13 00:00:00,Active Instructional,No,,No,,No,,user_00042,[REDACTED],Teacher,,,,First00089,,Last00095,,,,,,,,,user00098@example.invalid,,Yes,,,,,,,,,United States,,,,,,,,[ORG_00096],LPSCS Teacher,,,,,,,,United States,,,,,,,,No,,,,,srch_00001,,False,False,,2019-09-13 00:00:00,,0,10,0,338,,,,,Teacher ,,Under 40,"Up to 35,000 students",,Kaufman - 2,,,,2,"Law, Public Safety and Security"
000099,,49c732ac-395a-f6f0-5639-8d84d0791df9,,2019-06-05 12:20:58,Yes,2019-06-23 13:43:01,2019-10-23 15:48:38,Yes,2022-07-14 14:20:42,2020-06-23 00:00:00,Active Leadership,No,,Yes,2019-10-23 16:20:29,Yes,2019-10-23 16:20:30,user_00043,[REDACTED],Active,,,,First00090,M00004,Last00096,,,Dr.,,,,,,user00099@example.invalid,alt00027@example.invalid,Yes,,,[ADDR1_00040],,Waco,Texas,TX,767XX,United States,,,,,,254,5550149,[ORG_00097],NA,,[EADDR1_00040],,Waco,Texas,TX,767XX,United States,,,254,5550150,,254,5550151,No,,,,,srch_00001,,False,False,2019-06-23 13:42:54,2020-06-23 00:00:00,,0,0,0,338,,,,,Administration,Administration,60,"Up to 35,000 students",,McLennan - 4,No,,,4,
000100,,71672f51-9cb3-2ba6-53be-1d9fe90fd9bb,,2024-03-20 00:00:00,Yes,2024-04-12 15:10:00,2024-07-10 11:18:00,Yes,2024-09-20 12:12:03,2025-03-19 00:00:00,Administrator,No,,Yes,2024-04-16 10:12:30,Yes,2024-04-16 10:12:00,user_00044,[REDACTED],Active,,,,First00091,M00005,Last00068,,,Ms.,,,,,,user00100@example.invalid,alt00028@example.invalid,No,,,[ADDR1_00041],,Gladewater,Texas,TX,756XX,United States,,,,,,903,5550152,[ORG_00098],Superintendent,,[EADDR1_00041],,Gladewater,Texas,TX,756XX,United States,,,903,5550153,,903,5550153,No,,,,,srch_00001,,False,False,2024-04-16 18:34:00,2025-03-19 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 5,000 students",,Upshur - 3,No,,,3,
000101,,217324c4-fb28-458f-0f90-8d13fd1e8ce3,,,No,,,No,2026-03-04 10:03:29,,,No,,No,,No,,,,,,,,First00092,,Last00097,,,,,,,,,user00101@example.invalid,,No,,,,,,,,,,,,,5550154,,,,[ORG_00027],CTE Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000102,,702c1040-a8be-2997-9a54-3da740a01e60,,,No,,,No,2016-05-18 16:41:48,,,No,,No,,No,,,,,,,,First00093,,Last00031,,,,,,,,,user00102@example.invalid,,No,,,,,,,,,,,,,5550155,,,,[ORG_00087],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000103,,e4301f49-24f7-e914-2b06-600cc2706fa4,,,No,,,No,2018-11-01 16:01:55,,,No,,No,,No,,,,,,,,First00094,,Last00098,,,,,,,,,user00103@example.invalid,,No,,,,,,,,,,,,,5550156,,,,[ORG_00015],CTE Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000104,,83c2ef45-fb2b-8c29-b2db-9802b9c32178,,,No,,,No,2016-05-05 10:36:27,,,No,,No,,No,,,,,,,,First00095,,Last00099,,,,,,,,,user00104@example.invalid,,No,,,,,,,,,,,,,5550157,,,,[ORG_00099],Health Science Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000105,,4aec47dc-cc2e-c5bc-d7fd-46eec61ef49d,,2022-07-28 16:07:00,Yes,2022-07-28 16:11:00,2025-01-30 10:16:07,Yes,2024-07-24 11:44:35,2025-07-28 00:00:00,Administrator,No,,Yes,2024-03-07 10:07:58,Yes,2024-03-07 10:07:58,user_00045,[REDACTED],Active,,,,First00096,,Last00100,,,Dr.,,,,,,user00105@example.invalid,alt00029@example.invalid,No,,,[ADDR1_00042],,Hemphill,Texas,TX,759XX,United States,,,,,,903,5550158,[ORG_00100],CTE Director-CTE Counselor,,[EADDR1_00042],,Center,Texas,TX,759XX,United States,https://example.invalid/e00003,,936,5550159,,936,5550160,No,,,,,srch_00001,,False,False,2024-07-24 11:44:35,2025-07-28 00:00:00,,0,0,0,338,,,,,Guidance,Administration,Under 50,"Up to 5,000 students",,Shelby - 3,No,,,3,
000106,,47736e10-a17c-88c3-93e1-d231cc4416c7,,,No,,,No,2020-07-16 11:40:15,,,No,,No,,No,,,,,,,,First00097,,Last00101,,,,,,,,,user00106@example.invalid,,No,,,,,,,,,,,,,5550161,,,,[ORG_00101],Health Science Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000107,,6e72fd0d-a64d-d2be-fbae-f7d350f42efb,,,No,,,No,2018-04-04 15:09:33,,,No,,No,,No,,,,,,,,First00098,,Last00102,,,,,,,,,user00107@example.invalid,,No,,,,,,,,,,,,,5550162,,,,[ORG_00102],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000108,,268f1986-080a-f9ce-89ba-e7882804b32e,,2021-08-31 15:54:00,Yes,2021-08-31 16:37:49,2022-08-30 09:58:40,Yes,2022-02-01 20:27:20,2022-08-31 00:00:00,Active Leadership,No,,Yes,2021-11-03 15:59:34,Yes,2021-11-03 15:59:39,user_00046,[REDACTED],Active,,,,First00099,M00003,Last00103,,,Mrs.,,,,,,user00108@example.invalid,alt00030@example.invalid,No,,,[ADDR1_00043],,SAN ANTONIO,Texas,TX,782XX,United States,,,,,,210,5550163,[ORG_00103],Coordinator,,[EADDR1_00043],,San Antonio,Texas,TX,782XX,United States,,,210,5550164,,111,5550165,No,,,,,srch_00001,,False,False,,2022-08-31 00:00:00,,0,10,0,338,,,,,Administration,Administration,Under 60,"Up to 10,000 students",,Bexar - 7,No,,,7,
000109,,a1560274-3b93-ac3d-d54d-8ae8ec60a33e,,,No,,,No,2023-06-15 11:58:30,,,No,,No,,No,,,,,,,,First00100,,Last00104,,,,,,,,,user00109@example.invalid,,No,,,,,,,,,,,,,5550166,,,,[ORG_00104],CTE Program Specialist,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000110,,6b716487-32fe-c362-2b20-6dd75b469a84,,,No,,,No,2025-06-24 16:13:02,,,No,,No,,No,,,,,,,,First00101,,Last00105,,,,,,,,,user00110@example.invalid,,No,,,,,,,,,,,,,5550167,,,,[ORG_00105],CTE/CCMR Coordinator,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000111,,50fc95c1-53f9-b944-8458-103300a95d9b,,,No,,,No,2017-05-03 21:49:18,,,No,,No,,No,,,,,,,,First00014,,Last00106,,,,,,,,,user00111@example.invalid,,No,,,,,,,,,,,,,5550168,,,,[ORG_00106],CTETeacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000112,,1b07f4c8-aec1-d44e-b8e2-5b93d950d543,,,No,,,No,2017-03-31 14:10:14,,,No,,No,,No,,,,,,,,First00102,,Last00107,,,,,,,,,user00112@example.invalid,,No,,,,,,,,,,,,,5550169,,,,[ORG_00107],Health Science Instructor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000113,,ddd8f13a-dd1d-88af-4980-6a8a874dbf70,,2015-12-11 00:00:00,Yes,2016-03-31 12:06:00,2024-06-26 10:47:30,Yes,2024-05-01 15:38:02,2025-05-01 00:00:00,Administrator,No,,Yes,2024-06-05 13:14:44,Yes,2024-06-05 13:14:44,user_00047,[REDACTED],Active,,,,First00063,,Last00108,,,Dr.,,,,,,user00113@example.invalid,alt00031@example.invalid,No,,,[ADDR1_00044],,Smithville,Texas,TX,789XX,United States,,,,,,254,5550170,[ORG_00108],"Director of College, Career, and Military Readines",,[EADDR1_00044],,Bastrop,Texas,TX,786XX,United States,,,512,5550171,,512,5550172,No,,,,,srch_00001,,False,False,2024-05-01 15:38:02,2025-05-01 00:00:00,153458,0,0,0,338,,,,,Administration,Administration,Under 40,"Up to 35,000 students",,Bastrop - 4,No,0,,4,
000114,,d78d7dce-ab8c-50ca-8b4c-30cae5b13144,,,No,,,No,2017-06-22 00:18:13,,,No,,No,,No,,,,,,,,First00103,,Last00109,,,,,,,,,user00114@example.invalid,,No,,,,,,,,,,,,,5550173,,,,[ORG_00109],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000115,,91a2a254-659f-b525-1080-99f3118afec5,,,No,,,No,2022-10-31 10:39:19,,,No,,No,,No,,,,,,,,First00104,,Last00110,,,,,,,,,user00115@example.invalid,,No,,,,,,,,,,,,,5550174,,,,[ORG_00110],Counselor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000116,,df4c6281-623d-b6b5-0512-5455b4078b79,,,No,,,No,2023-12-06 15:01:38,,,No,,No,,No,,,,,,,,First00105,,Last00111,,,,,,,,,user00116@example.invalid,,No,,,,,,,,,,,,,5550175,,,,[ORG_00111],CTE Counselors,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000117,,9d921149-99e4-5295-23a0-f2fadd8b6045,,,No,,,No,2018-03-09 10:24:04,,,No,,No,,No,,,,,,,,First00106,,Last00112,,,,,,,,,user00117@example.invalid,,No,,,,,,,,,,,,,5550176,,,,[ORG_00112],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000118,,168c3074-4c20-fde6-ab3a-a81b694fcc3e,,2018-10-10 11:44:00,Yes,2018-10-10 11:44:30,2022-07-09 19:39:11,Yes,2021-05-25 16:20:47,2022-06-30 00:00:00,Active Leadership,No,,Yes,2021-04-13 13:52:32,Yes,2021-04-13 13:52:33,user_00048,[REDACTED],Active,,,,First00107,,Last00113,,,Mrs.,,,,,,user00118@example.invalid,alt00032@example.invalid,No,,,[ADDR1_00045],,CENTER,Texas,TX,759XX,United States,,,,,,936,5550177,[ORG_00100],CTE Coordinator/CTE Counselor,,[EADDR1_00045],,Center,Texas,TX,759XX,United States,,,936,5550159,,936,5550178,No,,,,,srch_00001,,False,False,2021-05-25 16:20:47,2022-06-30 00:00:00,,0,0,0,338,,,,,Administration,Guidance,60,"Up to 5,000 students",ACTE000005,Shelby - 3,Yes,,2019-06-30 00:00:00,3,
000119,,aeb8126d-181d-9e60-f465-781af79c821e,,,No,,,No,2025-01-22 17:32:06,,,No,,No,,No,,,,,,,,First00108,,Last00114,,,,,,,,,user00119@example.invalid,,No,,,,,,,,,,,,,5550179,,,,[ORG_00113],Special Programs Team Lead,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000120,,0ef3624f-9bc4-270f-35b4-f56f28e3f5ec,,,No,,,No,2017-05-30 17:59:35,,,No,,No,,No,,,,,,,,First00109,,Last00115,,,,,,,,,user00120@example.invalid,,No,,,,,,,,,,,,,5550180,,,,[ORG_00114],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000121,,1119f9a3-4ff7-ad71-9432-dcaed28ccf60,,,No,,,No,2022-06-16 15:28:39,,,No,,No,,No,,,,,,,,First00110,,Last00042,,,,,,,,,user00121@example.invalid,,No,,,,,,,,,,,,,5550181,,,,[ORG_00115],Broadcast Adviser,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000122,,9b7d555d-4b84-f519-4b3e-cc41006d8b06,,,No,,,No,2021-05-16 16:54:03,,,No,,No,,No,,,,,,,,First00111,,Last00116,,,,,,,,,user00122@example.invalid,,No,,,,,,,,,,,,,5550182,,,,[ORG_00116],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000123,,a9fdd6a1-3634-5f45-0766-b2be2b1115e0,,,No,,,No,2017-05-01 17:45:29,,,No,,No,,No,,,,,,,,First00112,,Last00117,,,,,,,,,user00123@example.invalid,,No,,,,,,,,,,,,,5550183,,,,[ORG_00117],CTE Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000124,,39971184-01b4-f2aa-51e9-81dd62ff5381,,2017-01-12 16:30:00,Yes,2017-09-07 16:32:25,2018-05-17 12:16:00,Yes,2018-07-08 15:58:31,2018-08-08 00:00:00,Active Instructional,No,,Yes,2017-05-30 15:17:57,Yes,2017-05-30 15:17:58,user_00049,[REDACTED],Teacher,,,,First00031,,Last00118,,,Ms.,,,,,,user00124@example.invalid,alt00033@example.invalid,No,,,[ADDR1_00046],,Muleshoe,Texas,TX,790XX,United States,,,,,,806,5550184,[ORG_00118],CTE Teacher,,[EADDR1_00046],,Muleshoe,Texas,TX,790XX,United States,,,806,5550185,,806,5550186,No,,,,,srch_00001,,False,False,2017-08-08 10:42:00,2018-08-08 00:00:00,,0,0,0,338,,,,,Teacher ,Guidance,Under 60,Up to 500 students,,Bailey - 1,No,,,1,
000125,,0ee30253-6e00-f4e7-05be-b0b6e4929e8a,,,No,,,No,2020-02-10 18:14:48,,,No,,No,,No,,,,,,,,First00113,,Last00119,,,,,,,,,user00125@example.invalid,,No,,,,,,,,,,,,,5550187,,,,[ORG_00119],CTE Coordinator,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000126,,7ad04b6f-0a29-2f4d-dbb6-de8768d5692c,,,No,,,No,2021-09-23 14:35:46,,,No,,No,,No,,,,,,,,First00091,,Last00120,,,,,,,,,user00039@example.invalid,,No,,,,,,,,,,,,,5550188,,,,[ORG_00038],JH/ECHS Principal,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000127,,63ff532d-e85f-8722-a3b2-825e518d723b,,,No,,,No,2019-11-14 18:12:13,,,No,,No,,No,,,,,,,,First00114,,Last00121,,,,,,,,,user00126@example.invalid,,No,,,,,,,,,,,,,5550189,,,,[ORG_00043],Health Science Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000128,,4719ef22-5d99-ebb9-04bb-3eeee22bcf32,,,No,,,No,2018-03-26 17:31:36,,,No,,No,,No,,,,,,,,First00066,,Last00122,,,,,,,,,user00127@example.invalid,,No,,,,,,,,,,,,,5550190,,,,[ORG_00120],CTE/Businss Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000129,,8312f7b5-15e4-f167-9ec4-807e18243235,,,No,,,No,2016-12-07 14:56:13,,,No,,No,,No,,,,,,,,First00076,,Last00123,,,,,,,,,user00128@example.invalid,,No,,,,,,,,,,,,,5550191,,,,[ORG_00121],CTE Coordinator,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000130,,ade75f39-e0e4-7bc4-715e-31119badeee2,,,No,,,No,2017-05-11 13:03:22,,,No,,No,,No,,,,,,,,First00115,,Last00124,,,,,,,,,user00129@example.invalid,,No,,,,,,,,,,,,,5550192,,,,[ORG_00122],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000131,,a825b122-1efe-0cf1-18ea-14cdfcda01f0,,,No,,,No,2020-05-29 08:44:24,,,No,,No,,No,,,,,,,,First00116,,Last00125,,,,,,,,,user00130@example.invalid,,No,,,,,,,,,,,,,5550193,,,,[ORG_00123],Health Science Inst,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000132,,61de389b-a774-71f8-bbcf-a3a9bbfeff7a,,2018-07-26 09:36:00,Yes,2018-07-27 19:48:30,2019-05-25 02:23:42,Yes,2018-10-02 17:39:37,2019-07-26 00:00:00,Active Leadership,No,,Yes,2018-10-23 09:31:36,Yes,2018-10-23 09:31:37,user_00050,[REDACTED],Active,,,,First00043,,Last00126,,,Ms.,,,,,,user00131@example.invalid,alt00034@example.invalid,No,,,[ADDR1_00047],,Copperas Cove,Texas,TX,765XX,United States,,,,,,254,5550194,[ORG_00124],Director of Career & Technical Education,,[EADDR1_00047],,Copperas Cove,Texas,TX,765XX,United States,https://example.invalid/e00004,,254,5550195,,254,5550196,No,,,,,srch_00001,,False,False,2018-07-26 09:38:00,2019-07-26 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 10,000 students",,Coryell - 4,No,,,4,
000133,,02de912f-67e6-425a-a3d1-fbf32d31416e,,2023-09-25 00:00:00,Yes,2023-10-04 16:18:00,2026-01-21 07:19:19,No,2025-11-10 18:56:33,2026-11-10 00:00:00,Administrator,No,,Yes,2025-04-17 14:47:16,Yes,2025-04-17 14:47:16,user_00051,[REDACTED],Active,,,,First00117,,Last00127,,,,,,,,,user00132@example.invalid,alt00035@example.invalid,No,,,[ADDR1_00048],,Katy,Texas,TX,774XX,United States,,,,,,281,5550197,[ORG_00125],Instructional Officer,,[EADDR1_00048],,Katy,Texas,TX,774XX,United States,,,281,5550197,,281,5550198,No,,,,,srch_00001,,False,False,2025-11-10 18:56:33,2026-11-10 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 50,000 students",,Fort Bend - 6,No,,,6,
000134,,32040aae-dd61-226b-a71a-0d9b03d422c4,,,No,,,No,2025-10-30 09:31:02,,,No,,No,,No,,,,,,,,First00118,,Last00128,,,,,,,,,user00133@example.invalid,,No,,,,,,,,,,,,,5550199,,,,[ORG_00126],Law Enforcement Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000135,,0fa9a8dc-7373-9712-1482-856d0150c09c,,,No,,,No,2022-06-01 15:12:15,,,No,,No,,No,,,,,,,,First00119,,Last00129,,,,,,,,,user00134@example.invalid,,No,,,,,,,,,,,,,5550200,,,,[ORG_00127],School Counselor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000136,,67da1cd9-bc84-d472-50ae-9ec5aa14e643,,2022-04-05 11:05:00,Yes,2022-04-21 12:29:10,2024-06-25 09:38:20,Yes,2023-06-14 14:17:31,2024-06-14 00:00:00,Active Leadership,No,,Yes,2023-11-06 17:39:37,Yes,2023-11-06 17:39:37,user_00052,[REDACTED],Active,,,,First00120,,Last00130,,,Mrs.,,,,,,user00135@example.invalid,alt00036@example.invalid,No,,,[ADDR1_00049],,Elkhart,Texas,TX,758XX,United States,,,,,,903,5550201,[ORG_00128],Counselor,,[EADDR1_00049],,Elkhart,Texas,TX,758XX,United States,https://example.invalid/e00005,,903,5550202,,903,5550203,No,,,,,srch_00001,,False,False,2023-06-14 14:17:31,2024-06-14 00:00:00,,0,0,0,338,,,,,Guidance,Guidance,Under 60,Up to 500 students,,Anderson - 3,No,,,3,
000137,,fb1402ff-0d30-1c92-168b-e87a963087bb,,,No,,,No,2016-05-10 11:52:34,,,No,,No,,No,,,,,,,,First00121,,Last00131,,,,,,,,,user00136@example.invalid,,No,,,,,,,,,,,,,5550204,,,,[ORG_00129],CATE,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000138,,18a7106b-ad3d-20e8-0164-a77a3669d33f,,,No,,,No,2020-05-28 16:55:13,,,No,,No,,No,,,,,,,,First00122,,Last00132,,,,,,,,,user00137@example.invalid,,No,,,,,,,,,,,,,5550205,,,,[ORG_00008],Health Science Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000139,,35f36f42-d2f0-fdd6-1afc-8fc28bc616b7,,2025-09-12 11:29:37,No,,,Yes,2025-09-12 11:29:37,,,No,,No,,No,,user_00053,[REDACTED],Active,,,,First00123,,Last00089,Nick00011,,,,,,,,user00138@example.invalid,alt00037@example.invalid,No,,,[ADDR1_00050],,Fort Worth,Texas,TX,761XX,United States,,,,,,817,5550206,[ORG_00130],CTE Coordinator,,[EADDR1_00050],,Fort Worth,Texas,TX,761XX,United States,https://example.invalid/e00006,,817,5550207,,817,5550207,No,,,,,srch_00001,,False,False,,,,0,10,0,338,,,,,Administration,Administration,Under 50,50000,,Tarrant - 2,No,,,2,
000140,,f6b107c7-ad48-f556-47b5-7c479ae96b2d,,,No,,,No,2022-05-18 14:20:10,,,No,,No,,No,,,,,,,,First00124,,Last00133,,,,,,,,,user00139@example.invalid,,No,,,,,,,,,,,,,5550208,,,,[ORG_00131],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000141,,b94b54e9-14b4-82cd-5bca-b7243978d249,,,No,,,No,2022-06-03 11:40:03,,,No,,No,,No,,,,,,,,First00125,,Last00134,,,,,,,,,user00140@example.invalid,,No,,,,,,,,,,,,,5550209,,,,[ORG_00132],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000142,,ed76b0f3-81e1-ed7a-070a-7df4ed3a5f2c,,2024-05-30 00:31:15,Yes,2024-05-30 16:34:57,2024-06-18 20:46:13,Yes,2024-05-30 00:34:43,2025-05-30 00:00:00,Teacher,No,,Yes,2024-06-18 20:53:22,Yes,2024-06-18 20:53:22,user_00054,[REDACTED],Teacher,,,,First00070,,Last00041,,,,,,,,,user00141@example.invalid,,No,,,[ADDR1_00051],,Grapevine,Texas,TX,760XX,United States,,,,,,817,5550210,[ORG_00133],Marketing Teacher,,[EADDR1_00051],,Colleyville,Texas,TX,760XX,United States,,,817,5550211,,,,No,,,,,srch_00001,,False,False,2024-05-30 00:34:43,2025-05-30 00:00:00,,0,0,0,338,,,,,Business/Industry,Teacher,Under 50,"Up to 10,000 students",ACTE000006,Tarrant - 2,No,,2025-04-30 00:00:00,2,Business Management and Administration|Marketing|Career Development
